i j d
245 213 3.0
213 246 7.5
246 213 7.5
213 247 13.93
247 213 13.93
213 248 22.43
248 213 22.43
213 249 38.14
249 213 38.14
213 250 43.2
250 213 43.2
213 251 49.97
251 213 49.97
213 252 62.88
252 213 62.88
213 253 68.78
253 213 68.78
213 254 75.16
254 213 75.16
213 255 81.85
255 213 81.85
213 256 90.8
256 213 90.8
213 257 93.09
257 213 93.09
213 258 96.34
258 213 96.34
213 259 101.46
259 213 101.46
213 260 117.34
260 213 117.34
213 261 110.96
261 213 110.96
213 262 104.72
262 213 104.72
213 263 93.51
263 213 93.51
213 264 87.64
264 213 87.64
213 265 81.2
265 213 81.2
213 266 74.0
266 213 74.0
213 267 67.44
267 213 67.44
213 268 61.21
268 213 61.21
213 269 57.31
269 213 57.31
213 270 52.4
270 213 52.4
213 271 46.06
271 213 46.06
213 272 33.67
272 213 33.67
213 273 27.32
273 213 27.32
213 274 20.91
274 213 20.91
213 275 14.76
275 213 14.76
213 276 9.01
276 213 9.01
213 277 6.0
277 213 6.0
213 278 9.12
278 213 9.12
213 279 14.86
279 213 14.86
213 280 23.03
280 213 23.03
213 281 38.49
281 213 38.49
213 282 43.52
282 213 43.52
213 283 50.24
283 213 50.24
213 284 63.1
284 213 63.1
213 285 68.97
285 213 68.97
213 286 75.34
286 213 75.34
213 287 82.01
287 213 82.01
213 288 91.05
288 213 91.05
213 289 93.33
289 213 93.33
213 290 96.57
290 213 96.57
213 291 101.68
291 213 101.68
213 292 117.54
292 213 117.54
213 293 111.16
293 213 111.16
213 294 104.94
294 213 104.94
213 295 93.75
295 213 93.75
213 296 87.89
296 213 87.89
213 297 81.48
297 213 81.48
213 298 74.31
298 213 74.31
213 299 67.77
299 213 67.77
213 300 61.58
300 213 61.58
213 301 57.71
301 213 57.71
213 302 52.83
302 213 52.83
213 303 46.55
303 213 46.55
213 304 34.33
304 213 34.33
213 305 28.13
305 213 28.13
213 306 21.96
306 213 21.96
213 307 16.22
307 213 16.22
213 308 11.23
308 213 11.23
213 309 9.0
309 213 9.0
213 310 11.32
310 213 11.32
213 311 16.31
311 213 16.31
213 312 23.98
312 213 23.98
213 313 39.07
313 213 39.07
213 314 44.03
314 213 44.03
213 315 50.69
315 213 50.69
213 316 63.45
316 213 63.45
213 317 69.3
317 213 69.3
213 318 75.64
318 213 75.64
213 319 82.28
319 213 82.28
213 320 91.39
320 213 91.39
213 321 93.67
321 213 93.67
213 322 96.9
322 213 96.9
213 323 101.99
323 213 101.99
213 324 117.8
324 213 117.8
213 325 111.45
325 213 111.45
213 326 105.24
326 213 105.24
213 327 94.09
327 213 94.09
213 328 88.25
328 213 88.25
213 329 81.86
329 213 81.86
213 330 74.73
330 213 74.73
213 331 68.23
331 213 68.23
213 332 62.09
332 213 62.09
213 333 58.25
333 213 58.25
213 334 53.43
334 213 53.43
213 335 47.22
335 213 47.22
213 336 35.24
336 213 35.24
213 337 29.23
337 213 29.23
213 338 23.35
338 213 23.35
213 339 18.05
339 213 18.05
213 340 13.75
340 213 13.75
213 341 12.0
341 213 12.0
213 342 13.83
342 213 13.83
213 343 18.14
343 213 18.14
213 344 25.26
344 213 25.26
213 345 39.87
345 213 39.87
213 346 44.74
346 213 44.74
213 347 51.3
347 213 51.3
213 348 63.95
348 213 63.95
213 349 69.75
349 213 69.75
213 350 76.05
350 213 76.05
213 351 82.67
351 213 82.67
213 352 91.83
352 213 91.83
213 353 94.1
353 213 94.1
213 354 97.31
354 213 97.31
213 355 102.38
355 213 102.38
213 356 118.15
356 213 118.15
213 357 111.81
357 213 111.81
213 358 105.62
358 213 105.62
213 359 94.52
359 213 94.52
213 360 88.71
360 213 88.71
213 361 82.36
361 213 82.36
213 362 75.27
362 213 75.27
213 363 68.82
363 213 68.82
213 364 62.74
364 213 62.74
213 365 58.94
365 213 58.94
213 366 54.18
366 213 54.18
213 367 48.07
367 213 48.07
213 368 36.37
368 213 36.37
213 369 30.58
369 213 30.58
213 370 25.02
370 213 25.02
213 371 20.17
371 213 20.17
213 372 16.44
372 213 16.44
213 373 15.0
373 213 15.0
213 374 16.5
374 213 16.5
213 375 20.25
375 213 20.25
213 376 26.82
376 213 26.82
213 377 40.87
377 213 40.87
213 378 45.64
378 213 45.64
213 379 52.09
379 213 52.09
213 380 64.58
380 213 64.58
213 381 70.33
381 213 70.33
213 382 76.58
382 213 76.58
213 383 83.15
383 213 83.15
214 215 6.73
215 214 6.73
214 216 15.36
216 214 15.36
214 217 31.23
217 214 31.23
214 218 36.31
218 214 36.31
214 219 43.09
219 214 43.09
214 220 56.02
220 214 56.02
214 221 61.92
221 214 61.92
214 222 68.31
222 214 68.31
214 223 75.0
223 214 75.0
214 224 83.86
224 214 83.86
214 225 86.16
225 214 86.16
214 226 89.41
226 214 89.41
214 227 94.54
227 214 94.54
214 228 116.0
228 214 116.0
214 229 117.67
229 214 117.67
214 230 111.42
230 214 111.42
214 231 100.19
231 214 100.19
214 232 94.31
232 214 94.31
214 233 87.86
233 214 87.86
214 234 80.65
234 214 80.65
214 235 74.06
235 214 74.06
214 236 67.82
236 214 67.82
214 237 63.9
237 214 63.9
214 238 58.97
238 214 58.97
214 239 52.59
239 214 52.59
214 240 40.11
240 214 40.11
214 241 33.65
241 214 33.65
214 242 27.07
242 214 27.07
214 243 20.58
243 214 20.58
214 244 13.92
244 214 13.92
214 245 7.5
245 214 7.5
214 246 3.0
246 214 3.0
214 247 7.37
247 214 7.37
214 248 15.65
248 214 15.65
214 249 31.37
249 214 31.37
214 250 36.43
250 214 36.43
214 251 43.19
251 214 43.19
214 252 56.1
252 214 56.1
214 253 61.99
253 214 61.99
214 254 68.38
254 214 68.38
214 255 75.06
255 214 75.06
214 256 84.02
256 214 84.02
214 257 86.32
257 214 86.32
214 258 89.56
258 214 89.56
214 259 94.68
259 214 94.68
214 260 116.12
260 214 116.12
214 261 117.78
261 214 117.78
214 262 111.54
262 214 111.54
214 263 100.33
263 214 100.33
214 264 94.45
264 214 94.45
214 265 88.01
265 214 88.01
214 266 80.81
266 214 80.81
214 267 74.24
267 214 74.24
214 268 68.02
268 214 68.02
214 269 64.11
269 214 64.11
214 270 59.19
270 214 59.19
214 271 52.84
271 214 52.84
214 272 40.45
272 214 40.45
214 273 34.05
273 214 34.05
214 274 27.56
274 214 27.56
214 275 21.23
275 214 21.23
214 276 14.86
276 214 14.86
214 277 9.12
277 214 9.12
214 278 6.0
278 214 6.0
214 279 9.02
279 214 9.02
214 280 16.49
280 214 16.49
214 281 31.8
281 214 31.8
214 282 36.8
282 214 36.8
214 283 43.51
283 214 43.51
214 284 56.34
284 214 56.34
214 285 62.21
285 214 62.21
214 286 68.57
286 214 68.57
214 287 75.24
287 214 75.24
214 288 84.29
288 214 84.29
214 289 86.58
289 214 86.58
214 290 89.81
290 214 89.81
214 291 94.92
291 214 94.92
214 292 116.31
292 214 116.31
214 293 117.97
293 214 117.97
214 294 111.74
294 214 111.74
214 295 100.55
295 214 100.55
214 296 94.69
296 214 94.69
214 297 88.27
297 214 88.27
214 298 81.09
298 214 81.09
214 299 74.55
299 214 74.55
214 300 68.35
300 214 68.35
214 301 64.46
301 214 64.46
214 302 59.57
302 214 59.57
214 303 53.27
303 214 53.27
214 304 41.0
304 214 41.0
214 305 34.71
305 214 34.71
214 306 28.37
306 214 28.37
214 307 22.26
307 214 22.26
214 308 16.3
308 214 16.3
214 309 11.32
309 214 11.32
214 310 9.0
310 214 9.0
214 311 11.24
311 214 11.24
214 312 17.8
312 214 17.8
214 313 32.5
313 214 32.5
214 314 37.41
314 214 37.41
214 315 44.02
315 214 44.02
214 316 56.74
316 214 56.74
214 317 62.57
317 214 62.57
214 318 68.9
318 214 68.9
214 319 75.54
319 214 75.54
214 320 84.66
320 214 84.66
214 321 86.94
321 214 86.94
214 322 90.16
322 214 90.16
214 323 95.25
323 214 95.25
214 324 116.58
324 214 116.58
214 325 118.24
325 214 118.24
214 326 112.02
326 214 112.02
214 327 100.87
327 214 100.87
214 328 95.02
328 214 95.02
214 329 88.63
329 214 88.63
214 330 81.48
330 214 81.48
214 331 74.97
331 214 74.97
214 332 68.8
332 214 68.8
214 333 64.95
333 214 64.95
214 334 60.1
334 214 60.1
214 335 53.85
335 214 53.85
214 336 41.76
336 214 41.76
214 337 35.6
337 214 35.6
214 338 29.46
338 214 29.46
214 339 23.63
339 214 23.63
214 340 18.13
340 214 18.13
214 341 13.83
341 214 13.83
214 342 12.0
342 214 12.0
214 343 13.76
343 214 13.76
214 344 19.49
344 214 19.49
214 345 33.46
345 214 33.46
214 346 38.24
346 214 38.24
214 347 44.73
347 214 44.73
214 348 57.29
348 214 57.29
214 349 63.07
349 214 63.07
214 350 69.36
350 214 69.36
214 351 75.95
351 214 75.95
214 352 85.14
352 214 85.14
214 353 87.41
353 214 87.41
214 354 90.61
354 214 90.61
214 355 95.67
355 214 95.67
214 356 116.93
356 214 116.93
214 357 118.58
357 214 118.58
214 358 112.39
358 214 112.39
214 359 101.27
359 214 101.27
214 360 95.45
360 214 95.45
214 361 89.08
361 214 89.08
214 362 81.97
362 214 81.97
214 363 75.5
363 214 75.5
214 364 69.39
364 214 69.39
214 365 65.57
365 214 65.57
214 366 60.77
366 214 60.77
214 367 54.6
367 214 54.6
214 368 42.72
368 214 42.72
214 369 36.72
369 214 36.72
214 370 30.8
370 214 30.8
214 371 25.29
371 214 25.29
214 372 20.24
372 214 20.24
214 373 16.5
373 214 16.5
214 374 15.0
374 214 15.0
214 375 16.44
375 214 16.44
214 376 21.47
376 214 21.47
214 377 34.65
377 214 34.65
214 378 39.29
378 214 39.29
214 379 45.63
379 214 45.63
214 380 57.99
380 214 57.99
214 381 63.71
381 214 63.71
214 382 69.94
382 214 69.94
214 383 76.49
383 214 76.49
215 216 8.63
216 215 8.63
215 217 24.64
217 215 24.64
215 218 29.72
218 215 29.72
215 219 36.5
219 215 36.5
215 220 49.43
220 215 49.43
215 221 55.33
221 215 55.33
215 222 61.72
222 215 61.72
215 223 68.41
223 215 68.41
215 224 77.28
224 215 77.28
215 225 79.58
225 215 79.58
215 226 82.82
226 215 82.82
215 227 87.95
227 215 87.95
215 228 109.41
228 215 109.41
215 229 115.86
229 215 115.86
215 230 118.13
230 215 118.13
215 231 106.9
231 215 106.9
215 232 101.01
232 215 101.01
215 233 94.57
233 215 94.57
215 234 87.35
234 215 87.35
215 235 80.77
235 215 80.77
215 236 74.52
236 215 74.52
215 237 70.6
237 215 70.6
215 238 65.67
238 215 65.67
215 239 59.29
239 215 59.29
215 240 46.83
240 215 46.83
215 241 40.36
241 215 40.36
215 242 33.76
242 215 33.76
215 243 27.26
243 215 27.26
215 244 20.54
244 215 20.54
215 245 13.93
245 215 13.93
215 246 7.37
246 215 7.37
215 247 3.0
247 215 3.0
215 248 9.14
248 215 9.14
215 249 24.82
249 215 24.82
215 250 29.87
250 215 29.87
215 251 36.62
251 215 36.62
215 252 49.52
252 215 49.52
215 253 55.41
253 215 55.41
215 254 61.79
254 215 61.79
215 255 68.48
255 215 68.48
215 256 77.45
256 215 77.45
215 257 79.75
257 215 79.75
215 258 82.99
258 215 82.99
215 259 88.1
259 215 88.1
215 260 109.53
260 215 109.53
215 261 115.98
261 215 115.98
215 262 118.24
262 215 118.24
215 263 107.03
263 215 107.03
215 264 101.15
264 215 101.15
215 265 94.71
265 215 94.71
215 266 87.51
266 215 87.51
215 267 80.93
267 215 80.93
215 268 74.7
268 215 74.7
215 269 70.79
269 215 70.79
215 270 65.87
270 215 65.87
215 271 59.51
271 215 59.51
215 272 47.11
272 215 47.11
215 273 40.69
273 215 40.69
215 274 34.16
274 215 34.16
215 275 27.75
275 215 27.75
215 276 21.19
276 215 21.19
215 277 14.86
277 215 14.86
215 278 9.02
278 215 9.02
215 279 6.0
279 215 6.0
215 280 10.51
280 215 10.51
215 281 25.36
281 215 25.36
215 282 30.32
282 215 30.32
215 283 36.99
283 215 36.99
215 284 49.79
284 215 49.79
215 285 55.65
285 215 55.65
215 286 62.01
286 215 62.01
215 287 68.67
287 215 68.67
215 288 77.74
288 215 77.74
215 289 80.03
289 215 80.03
215 290 83.26
290 215 83.26
215 291 88.36
291 215 88.36
215 292 109.74
292 215 109.74
215 293 116.17
293 215 116.17
215 294 118.43
294 215 118.43
215 295 107.24
295 215 107.24
215 296 101.37
296 215 101.37
215 297 94.95
297 215 94.95
215 298 87.76
298 215 87.76
215 299 81.21
299 215 81.21
215 300 75.0
300 215 75.0
215 301 71.11
301 215 71.11
215 302 66.21
302 215 66.21
215 303 59.89
303 215 59.89
215 304 47.59
304 215 47.59
215 305 41.24
305 215 41.24
215 306 34.81
306 215 34.81
215 307 28.55
307 215 28.55
215 308 22.22
308 215 22.22
215 309 16.31
309 215 16.31
215 310 11.24
310 215 11.24
215 311 9.0
311 215 9.0
215 312 12.47
312 215 12.47
215 313 26.23
313 215 26.23
215 314 31.05
314 215 31.05
215 315 37.59
315 215 37.59
215 316 50.24
316 215 50.24
215 317 56.06
317 215 56.06
215 318 62.37
318 215 62.37
215 319 69.0
319 215 69.0
215 320 78.15
320 215 78.15
215 321 80.42
321 215 80.42
215 322 83.64
322 215 83.64
215 323 88.72
323 215 88.72
215 324 110.03
324 215 110.03
215 325 116.44
325 215 116.44
215 326 118.7
326 215 118.7
215 327 107.53
327 215 107.53
215 328 101.68
328 215 101.68
215 329 95.28
329 215 95.28
215 330 88.12
330 215 88.12
215 331 81.6
331 215 81.6
215 332 75.42
332 215 75.42
215 333 71.55
333 215 71.55
215 334 66.69
334 215 66.69
215 335 60.41
335 215 60.41
215 336 48.25
336 215 48.25
215 337 42.0
337 215 42.0
215 338 35.71
338 215 35.71
215 339 29.63
339 215 29.63
215 340 23.6
340 215 23.6
215 341 18.14
341 215 18.14
215 342 13.76
342 215 13.76
215 343 12.0
343 215 12.0
215 344 14.78
344 215 14.78
215 345 27.41
345 215 27.41
215 346 32.05
346 215 32.05
215 347 38.42
347 215 38.42
215 348 50.87
348 215 50.87
215 349 56.62
349 215 56.62
215 350 62.88
350 215 62.88
215 351 69.45
351 215 69.45
215 352 78.66
352 215 78.66
215 353 80.92
353 215 80.92
215 354 84.12
354 215 84.12
215 355 89.17
355 215 89.17
215 356 110.39
356 215 110.39
215 357 116.79
357 215 116.79
215 358 119.04
358 215 119.04
215 359 107.91
359 215 107.91
215 360 102.08
360 215 102.08
215 361 95.7
361 215 95.7
215 362 88.58
362 215 88.58
215 363 82.09
363 215 82.09
215 364 75.96
364 215 75.96
215 365 72.12
365 215 72.12
215 366 67.29
366 215 67.29
215 367 61.08
367 215 61.08
215 368 49.08
368 215 49.08
215 369 42.95
369 215 42.95
215 370 36.82
370 215 36.82
215 371 30.97
371 215 30.97
215 372 25.26
372 215 25.26
215 373 20.25
373 215 20.25
215 374 16.44
374 215 16.44
215 375 15.0
375 215 15.0
215 376 17.31
376 215 17.31
215 377 28.85
377 215 28.85
215 378 33.29
378 215 33.29
215 379 39.46
379 215 39.46
215 380 51.66
380 215 51.66
215 381 57.33
381 215 57.33
215 382 63.52
382 215 63.52
215 383 70.04
383 215 70.04
216 217 16.49
217 216 16.49
216 218 21.57
218 216 21.57
216 219 28.35
219 216 28.35
216 220 41.28
220 216 41.28
216 221 47.18
221 216 47.18
216 222 53.57
222 216 53.57
216 223 60.26
223 216 60.26
216 224 69.14
224 216 69.14
216 225 71.43
225 216 71.43
216 226 74.68
226 216 74.68
216 227 79.81
227 216 79.81
216 228 101.26
228 216 101.26
216 229 107.71
229 216 107.71
216 230 114.49
230 216 114.49
216 231 115.51
231 216 115.51
216 232 109.62
232 216 109.62
216 233 103.17
233 216 103.17
216 234 95.96
234 216 95.96
216 235 89.37
235 216 89.37
216 236 83.12
236 216 83.12
216 237 79.21
237 216 79.21
216 238 74.27
238 216 74.27
216 239 67.89
239 216 67.89
216 240 55.44
240 216 55.44
216 241 48.97
241 216 48.97
216 242 42.37
242 216 42.37
216 243 35.85
243 216 35.85
216 244 29.11
244 216 29.11
216 245 22.43
245 216 22.43
216 246 15.65
246 216 15.65
216 247 9.14
247 216 9.14
216 248 3.0
248 216 3.0
216 249 16.76
249 216 16.76
216 250 21.78
250 216 21.78
216 251 28.51
251 216 28.51
216 252 41.39
252 216 41.39
216 253 47.28
253 216 47.28
216 254 53.65
254 216 53.65
216 255 60.33
255 216 60.33
216 256 69.33
256 216 69.33
216 257 71.62
257 216 71.62
216 258 74.86
258 216 74.86
216 259 79.98
259 216 79.98
216 260 101.4
260 216 101.4
216 261 107.84
261 216 107.84
216 262 114.61
262 216 114.61
216 263 115.63
263 216 115.63
216 264 109.74
264 216 109.74
216 265 103.3
265 216 103.3
216 266 96.1
266 216 96.1
216 267 89.52
267 216 89.52
216 268 83.29
268 216 83.29
216 269 79.38
269 216 79.38
216 270 74.45
270 216 74.45
216 271 68.08
271 216 68.08
216 272 55.68
272 216 55.68
216 273 49.25
273 216 49.25
216 274 42.68
274 216 42.68
216 275 36.22
275 216 36.22
216 276 29.57
276 216 29.57
216 277 23.03
277 216 23.03
216 278 16.49
278 216 16.49
216 279 10.51
279 216 10.51
216 280 6.0
280 216 6.0
216 281 17.55
281 216 17.55
216 282 22.39
282 216 22.39
216 283 28.98
283 216 28.98
216 284 41.71
284 216 41.71
216 285 47.56
285 216 47.56
216 286 53.9
286 216 53.9
216 287 60.56
287 216 60.56
216 288 69.65
288 216 69.65
216 289 71.94
289 216 71.94
216 290 75.16
290 216 75.16
216 291 80.26
291 216 80.26
216 292 101.62
292 216 101.62
216 293 108.05
293 216 108.05
216 294 114.8
294 216 114.8
216 295 115.82
295 216 115.82
216 296 109.95
296 216 109.95
216 297 103.52
297 216 103.52
216 298 96.33
298 216 96.33
216 299 89.77
299 216 89.77
216 300 83.56
300 216 83.56
216 301 79.66
301 216 79.66
216 302 74.75
302 216 74.75
216 303 68.41
303 216 68.41
216 304 56.09
304 216 56.09
216 305 49.7
305 216 49.7
216 306 43.21
306 216 43.21
216 307 36.84
307 216 36.84
216 308 30.32
308 216 30.32
216 309 23.98
309 216 23.98
216 310 17.8
310 216 17.8
216 311 12.47
311 216 12.47
216 312 9.0
312 216 9.0
216 313 18.79
313 216 18.79
216 314 23.37
314 216 23.37
216 315 29.74
315 216 29.74
216 316 42.25
316 216 42.25
216 317 48.03
317 216 48.03
216 318 54.32
318 216 54.32
216 319 60.93
319 216 60.93
216 320 70.1
320 216 70.1
216 321 72.37
321 216 72.37
216 322 75.58
322 216 75.58
216 323 80.65
323 216 80.65
216 324 101.93
324 216 101.93
216 325 108.34
325 216 108.34
216 326 115.08
326 216 115.08
216 327 116.09
327 216 116.09
216 328 110.24
328 216 110.24
216 329 103.83
329 216 103.83
216 330 96.66
330 216 96.66
216 331 90.12
331 216 90.12
216 332 83.93
332 216 83.93
216 333 80.05
333 216 80.05
216 334 75.17
334 216 75.17
216 335 68.87
335 216 68.87
216 336 56.65
336 216 56.65
216 337 50.33
337 216 50.33
216 338 43.93
338 216 43.93
216 339 37.68
339 216 37.68
216 340 31.34
340 216 31.34
216 341 25.26
341 216 25.26
216 342 19.49
342 216 19.49
216 343 14.78
343 216 14.78
216 344 12.0
344 216 12.0
216 345 20.39
345 216 20.39
216 346 24.68
346 216 24.68
216 347 30.79
347 216 30.79
216 348 42.99
348 216 42.99
216 349 48.68
349 216 48.68
216 350 54.9
350 216 54.9
216 351 61.44
351 216 61.44
216 352 70.68
352 216 70.68
216 353 72.93
353 216 72.93
216 354 76.11
354 216 76.11
216 355 81.15
355 216 81.15
216 356 102.33
356 216 102.33
216 357 108.71
357 216 108.71
216 358 115.43
358 216 115.43
216 359 116.44
359 216 116.44
216 360 110.6
360 216 110.6
216 361 104.22
361 216 104.22
216 362 97.08
362 216 97.08
216 363 90.57
363 216 90.57
216 364 84.41
364 216 84.41
216 365 80.56
365 216 80.56
216 366 75.71
366 216 75.71
216 367 69.46
367 216 69.46
216 368 57.36
368 216 57.36
216 369 51.13
369 216 51.13
216 370 44.84
370 216 44.84
216 371 38.74
371 216 38.74
216 372 32.61
372 216 32.61
216 373 26.82
373 216 26.82
216 374 21.47
374 216 21.47
216 375 17.31
375 216 17.31
216 376 15.0
376 216 15.0
216 377 22.29
377 216 22.29
216 378 26.27
378 216 26.27
216 379 32.07
379 216 32.07
216 380 43.92
380 216 43.92
216 381 49.51
381 216 49.51
216 382 55.63
382 216 55.63
216 383 62.1
383 216 62.1
217 218 5.57
218 217 5.57
217 219 12.58
219 217 12.58
217 220 26.29
220 217 26.29
217 221 32.19
221 217 32.19
217 222 38.58
222 217 38.58
217 223 45.27
223 217 45.27
217 224 54.16
224 217 54.16
217 225 56.46
225 217 56.46
217 226 59.71
226 217 59.71
217 227 64.83
227 217 64.83
217 228 86.28
228 217 86.28
217 229 92.73
229 217 92.73
217 230 99.51
230 217 99.51
217 231 111.04
231 217 111.04
217 232 116.26
232 217 116.26
217 233 118.56
233 217 118.56
217 234 111.34
234 217 111.34
217 235 104.75
235 217 104.75
217 236 98.51
236 217 98.51
217 237 94.59
237 217 94.59
217 238 89.65
238 217 89.65
217 239 83.26
239 217 83.26
217 240 71.08
240 217 71.08
217 241 64.62
241 217 64.62
217 242 58.03
242 217 58.03
217 243 51.52
243 217 51.52
217 244 44.8
244 217 44.8
217 245 38.14
245 217 38.14
217 246 31.37
246 217 31.37
217 247 24.82
247 217 24.82
217 248 16.76
248 217 16.76
217 249 3.0
249 217 3.0
217 250 6.33
250 217 6.33
217 251 12.93
251 217 12.93
217 252 26.46
252 217 26.46
217 253 32.33
253 217 32.33
217 254 38.7
254 217 38.7
217 255 45.37
255 217 45.37
217 256 54.41
256 217 54.41
217 257 56.7
257 217 56.7
217 258 59.93
258 217 59.93
217 259 65.04
259 217 65.04
217 260 86.44
260 217 86.44
217 261 92.87
261 217 92.87
217 262 99.64
262 217 99.64
217 263 111.16
263 217 111.16
217 264 116.37
264 217 116.37
217 265 118.67
265 217 118.67
217 266 111.46
266 217 111.46
217 267 104.88
267 217 104.88
217 268 98.64
268 217 98.64
217 269 94.73
269 217 94.73
217 270 89.8
270 217 89.8
217 271 83.43
271 217 83.43
217 272 71.27
272 217 71.27
217 273 64.83
273 217 64.83
217 274 58.26
274 217 58.26
217 275 51.78
275 217 51.78
217 276 45.1
276 217 45.1
217 277 38.49
277 217 38.49
217 278 31.8
278 217 31.8
217 279 25.36
279 217 25.36
217 280 17.55
280 217 17.55
217 281 6.0
281 217 6.0
217 282 8.19
282 217 8.19
217 283 13.94
283 217 13.94
217 284 26.97
284 217 26.97
217 285 32.74
285 217 32.74
217 286 39.04
286 217 39.04
217 287 45.67
287 217 45.67
217 288 54.82
288 217 54.82
217 289 57.09
289 217 57.09
217 290 60.31
290 217 60.31
217 291 65.38
291 217 65.38
217 292 86.7
292 217 86.7
217 293 93.12
293 217 93.12
217 294 99.87
294 217 99.87
217 295 111.36
295 217 111.36
217 296 116.57
296 217 116.57
217 297 118.86
297 217 118.86
217 298 111.66
298 217 111.66
217 299 105.1
299 217 105.1
217 300 98.87
300 217 98.87
217 301 94.97
301 217 94.97
217 302 90.05
302 217 90.05
217 303 83.7
303 217 83.7
217 304 71.59
304 217 71.59
217 305 65.17
305 217 65.17
217 306 58.64
306 217 58.64
217 307 52.21
307 217 52.21
217 308 45.6
308 217 45.6
217 309 39.07
309 217 39.07
217 310 32.5
310 217 32.5
217 311 26.23
311 217 26.23
217 312 18.79
312 217 18.79
217 313 9.0
313 217 9.0
217 314 10.58
314 217 10.58
217 315 15.47
315 217 15.47
217 316 27.79
316 217 27.79
217 317 33.42
317 217 33.42
217 318 39.62
318 217 39.62
217 319 46.16
319 217 46.16
217 320 55.4
320 217 55.4
217 321 57.64
321 217 57.64
217 322 60.83
322 217 60.83
217 323 65.86
323 217 65.86
217 324 87.06
324 217 87.06
217 325 93.45
325 217 93.45
217 326 100.18
326 217 100.18
217 327 111.65
327 217 111.65
217 328 116.84
328 217 116.84
217 329 119.13
329 217 119.13
217 330 111.95
330 217 111.95
217 331 105.4
331 217 105.4
217 332 99.19
332 217 99.19
217 333 95.3
333 217 95.3
217 334 90.4
334 217 90.4
217 335 84.07
335 217 84.07
217 336 72.03
336 217 72.03
217 337 65.66
337 217 65.66
217 338 59.18
338 217 59.18
217 339 52.81
339 217 52.81
217 340 46.28
340 217 46.28
217 341 39.87
341 217 39.87
217 342 33.46
342 217 33.46
217 343 27.41
343 217 27.41
217 344 20.39
344 217 20.39
217 345 12.0
345 217 12.0
217 346 13.23
346 217 13.23
217 347 17.39
347 217 17.39
217 348 28.9
348 217 28.9
217 349 34.35
349 217 34.35
217 350 40.4
350 217 40.4
217 351 46.83
351 217 46.83
217 352 56.12
352 217 56.12
217 353 58.34
353 217 58.34
217 354 61.49
354 217 61.49
217 355 66.47
355 217 66.47
217 356 87.52
356 217 87.52
217 357 93.89
357 217 93.89
217 358 100.58
358 217 100.58
217 359 112.01
359 217 112.01
217 360 117.18
360 217 117.18
217 361 119.47
361 217 119.47
217 362 112.31
362 217 112.31
217 363 105.78
363 217 105.78
217 364 99.6
364 217 99.6
217 365 95.72
365 217 95.72
217 366 90.85
366 217 90.85
217 367 84.55
367 217 84.55
217 368 72.59
368 217 72.59
217 369 66.27
369 217 66.27
217 370 59.86
370 217 59.86
217 371 53.57
371 217 53.57
217 372 47.15
372 217 47.15
217 373 40.87
373 217 40.87
217 374 34.65
374 217 34.65
217 375 28.85
375 217 28.85
217 376 22.29
376 217 22.29
217 377 15.0
377 217 15.0
217 378 16.0
378 217 16.0
217 379 19.58
379 217 19.58
217 380 30.27
380 217 30.27
217 381 35.51
381 217 35.51
217 382 41.39
382 217 41.39
217 383 47.69
383 217 47.69
218 219 7.01
219 218 7.01
218 220 20.85
220 218 20.85
218 221 26.75
221 218 26.75
218 222 33.14
222 218 33.14
218 223 39.83
223 218 39.83
218 224 48.73
224 218 48.73
218 225 51.03
225 218 51.03
218 226 54.27
226 218 54.27
218 227 59.4
227 218 59.4
218 228 80.85
228 218 80.85
218 229 87.29
229 218 87.29
218 230 94.07
230 218 94.07
218 231 105.6
231 218 105.6
218 232 110.82
232 218 110.82
218 233 117.09
233 218 117.09
218 234 116.42
234 218 116.42
218 235 109.83
235 218 109.83
218 236 103.58
236 218 103.58
218 237 99.67
237 218 99.67
218 238 94.73
238 218 94.73
218 239 88.34
239 218 88.34
218 240 76.16
240 218 76.16
218 241 69.69
241 218 69.69
218 242 63.1
242 218 63.1
218 243 56.59
243 218 56.59
218 244 49.87
244 218 49.87
218 245 43.2
245 218 43.2
218 246 36.43
246 218 36.43
218 247 29.87
247 218 29.87
218 248 21.78
248 218 21.78
218 249 6.33
249 218 6.33
218 250 3.0
250 218 3.0
218 251 7.62
251 218 7.62
218 252 21.06
252 218 21.06
218 253 26.92
253 218 26.92
218 254 33.28
254 218 33.28
218 255 39.94
255 218 39.94
218 256 49.01
256 218 49.01
218 257 51.29
257 218 51.29
218 258 54.52
258 218 54.52
218 259 59.62
259 218 59.62
218 260 81.01
260 218 81.01
218 261 87.45
261 218 87.45
218 262 94.21
262 218 94.21
218 263 105.73
263 218 105.73
218 264 110.94
264 218 110.94
218 265 117.2
265 218 117.2
218 266 116.53
266 218 116.53
218 267 109.95
267 218 109.95
218 268 103.71
268 218 103.71
218 269 99.8
269 218 99.8
218 270 94.87
270 218 94.87
218 271 88.49
271 218 88.49
218 272 76.34
272 218 76.34
218 273 69.89
273 218 69.89
218 274 63.31
274 218 63.31
218 275 56.83
275 218 56.83
218 276 50.14
276 218 50.14
218 277 43.52
277 218 43.52
218 278 36.8
278 218 36.8
218 279 30.32
279 218 30.32
218 280 22.39
280 218 22.39
218 281 8.19
281 218 8.19
218 282 6.0
282 218 6.0
218 283 9.23
283 218 9.23
218 284 21.7
284 218 21.7
